step,train_loss,train_loss_l,train_loss_u,val_loss,val_acc,pseudo_acc,accepted
7000,0.5246,0.2869,0.2377,4.3990,0.2630,0.6917,2394
7040,0.5190,0.2844,0.2347,4.3990,0.2630,0.6964,2434
7080,0.6047,0.3705,0.2343,4.3990,0.2630,0.6824,2349
7120,0.6386,0.3885,0.2501,4.3990,0.2630,0.6898,2318
7160,0.7053,0.4556,0.2497,4.3990,0.2630,0.6764,2219
7200,0.6038,0.3770,0.2268,4.3990,0.2630,0.6792,2260
7240,0.5936,0.3543,0.2392,4.3990,0.2630,0.6682,2348
7280,0.5189,0.2993,0.2196,4.3990,0.2630,0.6904,2348
7320,0.5574,0.3235,0.2340,4.3990,0.2630,0.6869,2322
7360,0.5238,0.2984,0.2255,4.3990,0.2630,0.6823,2276
7400,0.4619,0.2106,0.2514,4.3990,0.2630,0.7011,2650
7440,0.6243,0.3838,0.2406,4.3990,0.2630,0.6856,2424
7480,0.7739,0.5573,0.2166,4.3990,0.2630,0.6779,2071
7520,0.7361,0.5096,0.2264,5.5386,0.2370,0.6816,2104
7560,0.6619,0.4210,0.2409,5.5386,0.2370,0.6949,2186
7600,0.5916,0.3654,0.2262,5.5386,0.2370,0.7008,2253
7640,0.6276,0.4050,0.2226,5.5386,0.2370,0.6665,2234
7680,0.6579,0.4329,0.2250,5.5386,0.2370,0.6964,2217
7720,0.6541,0.4159,0.2382,5.5386,0.2370,0.6877,2312
7760,0.6389,0.3886,0.2503,5.5386,0.2370,0.6917,2371
7800,0.5562,0.3314,0.2248,5.5386,0.2370,0.6975,2327
7840,0.4793,0.2466,0.2326,5.5386,0.2370,0.7165,2406
7880,0.5606,0.3329,0.2277,5.5386,0.2370,0.6970,2399
7920,0.5554,0.3110,0.2444,5.5386,0.2370,0.6912,2435
7960,0.4796,0.2255,0.2541,5.5386,0.2370,0.6877,2581
8000,0.4554,0.2173,0.2381,4.8255,0.2450,0.6993,2511
8040,0.5743,0.3352,0.2391,4.8255,0.2450,0.6810,2602
8080,0.6673,0.4293,0.2380,4.8255,0.2450,0.6710,2371
8120,0.5888,0.3528,0.2360,4.8255,0.2450,0.7007,2305
8160,0.6031,0.3816,0.2214,4.8255,0.2450,0.6902,2266
8200,0.6050,0.3759,0.2291,4.8255,0.2450,0.6889,2462
8240,0.5741,0.3358,0.2383,4.8255,0.2450,0.6924,2419
8280,0.5809,0.3254,0.2555,4.8255,0.2450,0.6949,2632
8320,0.5729,0.3088,0.2641,4.8255,0.2450,0.7148,2689
8360,0.4731,0.2251,0.2480,4.8255,0.2450,0.7041,2548
8400,0.4446,0.1988,0.2457,4.8255,0.2450,0.7087,2733
8440,0.5887,0.3312,0.2575,4.8255,0.2450,0.6962,2630
8480,0.5700,0.3402,0.2298,4.8255,0.2450,0.7024,2446
8520,0.4754,0.2168,0.2585,5.4946,0.2060,0.7046,2735
8560,0.7238,0.4885,0.2353,5.4946,0.2060,0.6753,2433
8600,0.7877,0.5562,0.2315,5.4946,0.2060,0.6684,2262
8640,0.5466,0.3235,0.2231,5.4946,0.2060,0.7195,2360
8680,0.5568,0.3261,0.2307,5.4946,0.2060,0.7121,2372
8720,0.5092,0.2787,0.2304,5.4946,0.2060,0.7001,2541
8760,0.4744,0.2215,0.2530,5.4946,0.2060,0.7037,2811
8800,0.4949,0.2560,0.2389,5.4946,0.2060,0.7199,2574
8840,0.6715,0.4421,0.2294,5.4946,0.2060,0.6802,2333
8880,0.5531,0.3219,0.2312,5.4946,0.2060,0.6903,2454
8920,0.4858,0.2371,0.2487,5.4946,0.2060,0.7083,2684
8960,0.5132,0.2832,0.2299,5.4946,0.2060,0.6874,2665
9000,0.4750,0.2305,0.2445,5.3382,0.2510,0.7203,2764
9040,0.4503,0.1850,0.2653,5.3382,0.2510,0.7053,2871
9080,0.4711,0.2049,0.2662,5.3382,0.2510,0.7212,2938
9120,0.6145,0.3826,0.2319,5.3382,0.2510,0.7032,2473
9160,0.7072,0.5020,0.2051,5.3382,0.2510,0.7064,2241
9200,0.5069,0.2611,0.2458,5.3382,0.2510,0.7122,2578
9240,0.5680,0.3076,0.2605,5.3382,0.2510,0.6982,2737
9280,1.0238,0.8031,0.2207,5.3382,0.2510,0.6588,2248
9320,0.7867,0.5991,0.1876,5.3382,0.2510,0.7222,2009
9360,0.6095,0.3966,0.2129,5.3382,0.2510,0.7316,2347
9400,0.5533,0.3256,0.2276,5.3382,0.2510,0.7077,2467
9440,0.4367,0.2129,0.2239,5.3382,0.2510,0.7311,2663
9480,0.6249,0.4085,0.2165,5.3382,0.2510,0.6962,2340
9520,0.5855,0.3694,0.2162,5.2480,0.2740,0.7067,2356
9560,0.6426,0.4216,0.2210,5.2480,0.2740,0.6942,2446
9600,0.5414,0.3187,0.2227,5.2480,0.2740,0.7057,2525
9640,0.5377,0.2887,0.2490,5.2480,0.2740,0.7023,2613
9680,0.5229,0.2889,0.2340,5.2480,0.2740,0.7053,2538
9720,0.4048,0.1484,0.2564,5.2480,0.2740,0.7246,2861
9760,0.3816,0.1376,0.2440,5.2480,0.2740,0.7446,2991
9800,0.5414,0.2952,0.2462,5.2480,0.2740,0.6980,2599
9840,0.4240,0.1826,0.2413,5.2480,0.2740,0.7072,2838
9880,0.6680,0.4125,0.2555,5.2480,0.2740,0.7054,2671
9920,0.5218,0.2998,0.2220,5.2480,0.2740,0.7279,2470
9960,0.5190,0.2806,0.2383,5.2480,0.2740,0.7022,2683
10000,0.5950,0.3496,0.2454,5.0773,0.2530,0.6987,2688
10040,0.7382,0.5175,0.2207,5.0773,0.2530,0.7000,2243
10080,0.6097,0.3725,0.2372,5.0773,0.2530,0.7008,2473
10120,0.5430,0.3143,0.2287,5.0773,0.2530,0.7116,2569
10160,0.6718,0.4483,0.2234,5.0773,0.2530,0.6901,2317
10200,0.5225,0.2759,0.2466,5.0773,0.2530,0.7177,2767
10240,0.5264,0.2794,0.2470,5.0773,0.2530,0.7029,2733
10280,0.5303,0.2810,0.2493,5.0773,0.2530,0.6976,2705
10320,0.4674,0.2141,0.2533,5.0773,0.2530,0.7077,2901
10360,0.5409,0.3066,0.2343,5.0773,0.2530,0.7135,2548
10400,0.4761,0.2444,0.2316,5.0773,0.2530,0.7170,2590
10440,0.4886,0.2398,0.2487,5.0773,0.2530,0.6981,2802
10480,0.5167,0.2659,0.2507,5.0773,0.2530,0.7035,2712
10520,0.4792,0.2412,0.2380,4.7451,0.2670,0.7022,2861
10560,0.5263,0.2667,0.2596,4.7451,0.2670,0.7208,2905
10600,0.6294,0.4055,0.2239,4.7451,0.2670,0.6774,2573
10640,0.6278,0.3849,0.2429,4.7451,0.2670,0.6869,2565
10680,0.6432,0.4082,0.2350,4.7451,0.2670,0.6868,2535
10720,0.4745,0.2347,0.2398,4.7451,0.2670,0.7061,2651
10760,0.4872,0.2499,0.2373,4.7451,0.2670,0.7064,2698
10800,0.4537,0.1981,0.2556,4.7451,0.2670,0.7282,2885
10840,0.5623,0.3142,0.2481,4.7451,0.2670,0.7072,2855
10880,0.5168,0.2684,0.2484,4.7451,0.2670,0.7057,2722
10920,0.4722,0.2366,0.2356,4.7451,0.2670,0.7109,2850
10960,0.4873,0.2485,0.2388,4.7451,0.2670,0.7059,2826
11000,0.4485,0.1897,0.2587,4.7057,0.2780,0.7104,2952
11040,0.4093,0.1422,0.2672,4.7057,0.2780,0.7272,3226
11080,0.4916,0.2558,0.2359,4.7057,0.2780,0.7061,2831
11120,0.3936,0.1363,0.2573,4.7057,0.2780,0.7347,3117
11160,0.3771,0.1309,0.2462,4.7057,0.2780,0.7331,3248
11200,0.5204,0.2941,0.2263,4.7057,0.2780,0.7033,2824
11240,0.5496,0.3062,0.2434,4.7057,0.2780,0.6992,2716
11280,0.5321,0.2867,0.2454,4.7057,0.2780,0.7278,2799
11320,0.4144,0.1648,0.2496,4.7057,0.2780,0.7235,2948
11360,0.4816,0.2419,0.2396,4.7057,0.2780,0.7252,2882
11400,0.4237,0.1983,0.2255,4.7057,0.2780,0.7077,2771
11440,0.4080,0.1539,0.2541,4.7057,0.2780,0.7370,3183
11480,0.5661,0.3312,0.2349,4.7057,0.2780,0.7055,2733
11520,0.5181,0.2900,0.2282,5.3041,0.2460,0.7267,2755
11560,0.4253,0.1903,0.2350,5.3041,0.2460,0.7144,2917
11600,0.4126,0.1705,0.2421,5.3041,0.2460,0.7112,3019
11640,0.4292,0.1940,0.2352,5.3041,0.2460,0.7312,2987
11680,0.7264,0.4904,0.2360,5.3041,0.2460,0.7009,2504
11720,0.5817,0.3642,0.2175,5.3041,0.2460,0.7324,2489
11760,0.5536,0.3163,0.2374,5.3041,0.2460,0.7105,2763
11800,0.5223,0.2815,0.2408,5.3041,0.2460,0.7288,2850
11840,0.6385,0.4151,0.2235,5.3041,0.2460,0.7072,2548
11880,0.6626,0.4498,0.2128,5.3041,0.2460,0.7111,2416
11920,0.5570,0.3390,0.2179,5.3041,0.2460,0.7104,2617
11960,0.4532,0.2211,0.2321,5.3041,0.2460,0.7230,2863
12000,0.4548,0.2012,0.2536,4.4481,0.2840,0.7124,3098
12040,0.5589,0.3174,0.2415,4.4481,0.2840,0.7106,2885
12080,0.6248,0.3891,0.2356,4.4481,0.2840,0.7033,2673
12120,0.5661,0.3271,0.2390,4.4481,0.2840,0.7007,2773
12160,0.6512,0.4141,0.2371,4.4481,0.2840,0.7011,2616
12200,0.4323,0.2038,0.2285,4.4481,0.2840,0.7395,2798
12240,0.3753,0.1348,0.2405,4.4481,0.2840,0.7488,3213
12280,0.5635,0.3126,0.2509,4.4481,0.2840,0.7079,2910
12320,0.4738,0.2284,0.2454,4.4481,0.2840,0.7375,2941
12360,0.4004,0.1635,0.2369,4.4481,0.2840,0.7358,3100
12400,0.5200,0.2865,0.2335,4.4481,0.2840,0.7175,2966
12440,0.5236,0.2773,0.2463,4.4481,0.2840,0.7216,3068
12480,0.4765,0.2549,0.2216,4.4481,0.2840,0.7238,2813
12520,0.4042,0.1600,0.2442,4.4565,0.3050,0.7295,3054
12560,0.4167,0.1689,0.2478,4.4565,0.3050,0.7219,3243
12600,0.5528,0.3175,0.2353,4.4565,0.3050,0.7139,2908
12640,0.5844,0.3639,0.2205,4.4565,0.3050,0.7020,2638
12680,0.3988,0.1665,0.2323,4.4565,0.3050,0.7292,2950
12720,0.5780,0.3476,0.2304,4.4565,0.3050,0.7190,2730
12760,0.6285,0.3960,0.2325,4.4565,0.3050,0.6917,2692
12800,0.4575,0.2227,0.2348,4.4565,0.3050,0.7219,2920
12840,0.4597,0.2247,0.2350,4.4565,0.3050,0.7209,3017
12880,0.5166,0.2963,0.2204,4.4565,0.3050,0.7110,2685
12920,0.5173,0.2882,0.2291,4.4565,0.3050,0.7097,2838
12960,0.5335,0.3049,0.2286,4.4565,0.3050,0.7083,2866
13000,0.5400,0.3150,0.2249,4.4932,0.2890,0.7037,2835
13040,0.5318,0.2928,0.2390,4.4932,0.2890,0.7295,2909
13080,0.4959,0.2484,0.2475,4.4932,0.2890,0.7179,2971
13120,0.4704,0.2374,0.2330,4.4932,0.2890,0.7290,2900
13160,0.3562,0.1122,0.2440,4.4932,0.2890,0.7466,3153
13200,0.3446,0.1053,0.2393,4.4932,0.2890,0.7403,3438
13240,0.4705,0.2240,0.2464,4.4932,0.2890,0.7225,3135
13280,0.5731,0.3426,0.2304,4.4932,0.2890,0.7157,2839
13320,0.7127,0.4913,0.2215,4.4932,0.2890,0.7008,2487
13360,0.4640,0.2278,0.2362,4.4932,0.2890,0.7329,2879
13400,0.4954,0.2625,0.2329,4.4932,0.2890,0.7298,2887
13440,0.4767,0.2322,0.2445,4.4932,0.2890,0.7220,2953
13480,0.3717,0.1261,0.2456,4.4932,0.2890,0.7316,3260
13520,0.4672,0.2309,0.2363,4.6301,0.2630,0.7346,3090
13560,0.6393,0.4123,0.2270,4.6301,0.2630,0.7022,2633
13600,0.7246,0.5076,0.2170,4.6301,0.2630,0.7034,2414
13640,0.7082,0.4981,0.2101,4.6301,0.2630,0.6768,2404
13680,0.5711,0.3422,0.2289,4.6301,0.2630,0.7290,2815
13720,0.6729,0.4486,0.2242,4.6301,0.2630,0.7230,2628
13760,0.5827,0.3494,0.2333,4.6301,0.2630,0.7349,2776
13800,0.5308,0.3075,0.2233,4.6301,0.2630,0.7171,2750
13840,0.3986,0.1588,0.2397,4.6301,0.2630,0.7263,3084
13880,0.4360,0.1931,0.2429,4.6301,0.2630,0.7371,3093
13920,0.4622,0.2286,0.2336,4.6301,0.2630,0.7312,3077
13960,0.4544,0.2201,0.2343,4.6301,0.2630,0.6825,3106
14000,0.4122,0.1678,0.2444,5.4500,0.2550,0.7324,3401
14040,0.7693,0.5484,0.2209,5.4500,0.2550,0.7059,2618
14080,0.5787,0.3590,0.2197,5.4500,0.2550,0.7196,2718
14120,0.5055,0.2628,0.2427,5.4500,0.2550,0.7253,2934
14160,0.5308,0.2888,0.2420,5.4500,0.2550,0.7220,2935
14200,0.5090,0.2819,0.2271,5.4500,0.2550,0.7520,2802
14240,0.5386,0.3130,0.2256,5.4500,0.2550,0.7334,2764
14280,0.4872,0.2606,0.2267,5.4500,0.2550,0.7372,2995
14320,0.6931,0.4861,0.2069,5.4500,0.2550,0.7012,2604
14360,0.5043,0.2535,0.2509,5.4500,0.2550,0.7288,3061
14400,0.5486,0.2994,0.2492,5.4500,0.2550,0.7262,3075
14440,0.4738,0.2429,0.2309,5.4500,0.2550,0.7325,2923
14480,0.3843,0.1398,0.2444,5.4500,0.2550,0.7320,3187
14520,0.3979,0.1546,0.2433,4.4373,0.2850,0.7418,3296
14560,0.4387,0.2042,0.2345,4.4373,0.2850,0.7486,3317
14600,0.5986,0.3661,0.2325,4.4373,0.2850,0.7215,2966
14640,0.5446,0.3202,0.2244,4.4373,0.2850,0.7334,2839
14680,0.4900,0.2508,0.2393,4.4373,0.2850,0.7285,3072
14720,0.4769,0.2348,0.2421,4.4373,0.2850,0.7280,3063
14760,0.4669,0.2328,0.2342,4.4373,0.2850,0.7237,3062
14800,0.4761,0.2519,0.2242,4.4373,0.2850,0.7526,3027
14840,0.4326,0.2164,0.2162,4.4373,0.2850,0.7251,3019
14880,0.3689,0.1199,0.2490,4.4373,0.2850,0.7280,3345
14920,0.3684,0.1211,0.2473,4.4373,0.2850,0.7304,3420
14960,0.4995,0.2754,0.2241,4.4373,0.2850,0.7337,3143
15000,0.5418,0.3093,0.2325,5.1417,0.2810,0.7257,2876
15040,0.4623,0.2158,0.2465,5.1417,0.2810,0.7305,3165
15080,0.3889,0.1659,0.2230,5.1417,0.2810,0.7346,3191
15120,0.4125,0.1903,0.2223,5.1417,0.2810,0.7394,3277
15160,0.4634,0.2274,0.2360,5.1417,0.2810,0.7199,3224
15200,0.3920,0.1546,0.2374,5.1417,0.2810,0.7468,3436
15240,0.4377,0.1932,0.2445,5.1417,0.2810,0.7350,3257
15280,0.5292,0.2835,0.2456,5.1417,0.2810,0.6871,3126
15320,0.4326,0.1872,0.2454,5.1417,0.2810,0.7282,3348
15360,0.6124,0.3768,0.2356,5.1417,0.2810,0.7270,3044
15400,0.6380,0.4019,0.2361,5.1417,0.2810,0.7124,2841
15440,0.6607,0.4395,0.2212,5.1417,0.2810,0.7353,2656
15480,0.6005,0.3752,0.2253,5.1417,0.2810,0.7234,2762
15520,0.4767,0.2471,0.2295,4.3933,0.2960,0.7227,2953
15560,0.4527,0.2199,0.2327,4.3933,0.2960,0.7270,3114
